Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Afsar Khan,MALAKAND,Gastroenterologist," MBBS , FCPS (Gastroenterology)",10.0,3.0,100.0,13.0,3.0,"Shifa Hospital, Malakand Division, Malakand",https://www.marham.pk/doctors/malakand/gastroenterologist/dr-afsar-khan#reviews-scroll,2000.0
Dr. Liaqat Ali,MALAKAND,Pediatrician,"MD, MCPS (Pediatrics)*",5.0,8.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/malakand/dr-liaqat-ali-35418#reviews-scroll,200.0
Dr. Taimoor Ali,MALAKAND,Neuro Surgeon," MBBS , FCPS (Neurosurgery) ",7.0,0.0,94.0,14.0,11.0,"Bahadar Khan Rozi Khan Memorial Hospital, Khyber Pakhtunkhwa, Pakistan, Malakand",No Link Available,1000.0
Dr. Hanzala Zafar,MANDI-BAHAUDDIN,Dermatologist,"MBB, MCPS (Dermatology)*, Diplomate American Board Hair Restoration Surgery",7.0,151.0,98.0,14.0,14.0,"Skin Lounge Clinic, Phalia Road, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/dermatologist/dr-hanzala-zafar#reviews-scroll,1000.0
Dr. Zaheer Abbas,MANDI-BAHAUDDIN,Dermatologist,"MBBS, MD",10.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Moazzam Javaid Cheema,MANDI-BAHAUDDIN,Neurologist,"MBBS, FCPS (Neurology)",10.0,238.0,98.0,13.0,19.0,"Central Hospital Gujranwala, GT Road, Gujranwala",https://www.marham.pk/doctors/sheikhupura/neuro-physician/dr-moazzam-javaid-cheema#reviews-scroll,1500.0
Dr. Zaigham Abbas,MANDI-BAHAUDDIN,Neurologist,"MBBS, FCPS",7.0,54.0,100.0,15.0,12.0,"Irshad Neuro Care, Marghzar Colony, Gujrat",https://www.marham.pk/doctors/gujrat/neuro-physician/dr-zaigham-abbas#reviews-scroll,2000.0
Dr. Aatiqa Tarar,MANDI-BAHAUDDIN,Gynecologist,"MBBS, FCPS* (Obstetrics &amp; Gynaecology)",3.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/mandi-bahauddin/dr-aatiqa-tarar-35080#reviews-scroll,500.0
Dr. Ghulam Mustafa Abid,MANDI-BAHAUDDIN,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",10.0,106.0,99.0,13.0,12.0,"Bashir Begum Hospital, Phalia Bypass, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/gastroenterologist/dr-ghulam-mustafa-abid#reviews-scroll,1000.0
Dr. Sohail Ahmed,MANDI-BAHAUDDIN,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",15.0,1.0,100.0,10.0,0.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/mandi-bahauddin/dr-sohail-ahmed-15022#reviews-scroll,1500.0
Dr. Araib Ghega,MANDI-BAHAUDDIN,Orthopedic Surgeon,"MBBS, FCPS (Orthopaedic Surgery)",5.0,25.0,100.0,12.0,8.0,"Habib Hospital, Phalia Road, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/orthopedic-surgeon/dr-araib-ghega#reviews-scroll,1000.0
Dr. Bilal Ali Anjum,MANDI-BAHAUDDIN,Pediatrician,"MBBS, FCPS (Pediatrics)",15.0,2.0,100.0,15.0,15.0,"Hope Children Hospital, punjab, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/pediatrician/dr-bilal-ali-anjum#reviews-scroll,1500.0
Dr. Muhammad Sarfraz Anwer,MANDI-BAHAUDDIN,Pediatrician," MD , FCPS ",5.0,2.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/mandi-bahauddin/dr-muhammad-sarfraz-anwer-27101#reviews-scroll,600.0
Dr. Israr Ahmed,MANDI-BAHAUDDIN,General Practitioner,MBBS,10.0,23.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/mandi-bahauddin/dr-israr-ahmed-16077#reviews-scroll,500.0
Dr. Azeem Hussain Shah,MANDI-BAHAUDDIN,General Physician,MBBS,1.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Qamar Uz Zaman,MANDI-BAHAUDDIN,General Physician,MBBS,30.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Habib Ur Rehman,MANDI-BAHAUDDIN,Sexologist,MBBS,7.0,9.0,100.0,16.0,7.0,"Habib Hospital, Phalia Road, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/sexologist/dr-habib-ur-rehman#reviews-scroll,500.0
Dr. Wahaj Ahmad,MANDI-BAHAUDDIN,Eye Surgeon,"MBBS, FCPS (Ophthalmology)",5.0,35.0,100.0,12.0,11.0,"Zia Fatima Hospital, Phalia Road, Mandi Bahauddin",https://www.marham.pk/doctors/mandi-bahauddin/eye-surgeon/dr-wahaj-ahmad#reviews-scroll,800.0
Dr. Usman Rafiq,MANSEHRA,Dermatologist,"MBBS, MCPS",27.0,2.0,100.0,14.0,11.0,"Skin Care Clinic, Mansehra City, Mansehra",https://www.marham.pk/doctors/mansehra/dermatologist/dr-usman-rafiq#reviews-scroll,500.0
Dr. Zahid Hassan,MANSEHRA,Neurologist,"MBBS, FCPS (Neurology), Fellowship In Stroke &amp; vascular Neurology",5.0,53.0,96.0,15.0,14.0,"IDC- ABBOTABAD, ground floor, Abbottabad",https://www.marham.pk/doctors/haripur/neuro-physician/dr-zahid-hassan#reviews-scroll,2000.0
Dr. Liaqat Khurshid,MANSEHRA,Gastroenterologist,"MBBS, FCPS",10.0,74.0,100.0,15.0,13.0,"Waleed General Hospital, Abottabad Road, Mansehra City, Mansehra",https://www.marham.pk/doctors/mansehra/gastroenterologist/dr-liaqat-khurshid#reviews-scroll,1000.0
Dr. Izat Ullah,MANSEHRA,Gastroenterologist,"MBBS, FCPS",7.0,2.0,67.0,8.0,30.0,No Address Available,https://www.marham.pk/online-consultation/gastroenterologist/mansehra/dr-izat-ullah-18471#reviews-scroll,1000.0
Dr. Sadia Shah,MANSEHRA,Gastroenterologist," MBBS , , FCPS (Gastroenterology) ",10.0,15.0,100.0,21.0,9.0,"Mansehra Medical Center complex, Bypass Road, Mansehra",https://www.marham.pk/doctors/mansehra/gastroenterologist/dr-sadia-shah#reviews-scroll,2000.0
Asst. Prof. Dr. Muhammad Ali Usman,MANSEHRA,Orthopedic Surgeon,"MD , Master of Surgery in Orthopedics",12.0,47.0,98.0,13.0,14.0,"Abbottabad International Medical Institute, N-35 Abbottabad, Khyber, Abbottabad",https://www.marham.pk/doctors/mansehra/orthopedic-surgeon/asst-prof-dr-muhammad-ali-usman#reviews-scroll,1000.0
Dr. Haider Ali,MANSEHRA,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",5.0,34.0,100.0,15.0,5.0,"Qudrat Plaza, Opposite King Abdullaha Teaching Hospital, Mansehra",https://www.marham.pk/doctors/mansehra/orthopedic-surgeon/dr-haider-ali#reviews-scroll,1000.0
Assoc. Prof. Dr. Yasir Khan,MANSEHRA,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery), MSc (Pain Medicine)",15.0,5.0,83.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/mansehra/assoc-prof-dr-yasir-khan-19573#reviews-scroll,1000.0
Dr. Pir Adil Shah,MANSEHRA,Pediatrician,"MBBS, MCPS",10.0,3.0,100.0,20.0,5.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/mansehra/dr-pir-adil-shah-26431#reviews-scroll,300.0
Asst. Prof. Dr. Hamayun Anwar,MANSEHRA,Pediatrician,"MBBS, FCPS (PAEDIATRICS)",3.0,3.0,100.0,20.0,6.0,"Health Care Hospital, Grand Trunk Rd, Nowshera",https://www.marham.pk/doctors/nowshera/pediatrician/asst-prof-dr-hamayun-anwar#reviews-scroll,1000.0
Dr. Mehwish Zeb,MANSEHRA,Pediatrician,"MBBS, MRCPCH",6.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Abdul Hadi,MANSEHRA,General Physician, MBBS ,3.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/mansehra/dr-abdul-hadi-31028#reviews-scroll,200.0
Dr. Muhammad Amjid,MANSEHRA,General Physician,MBBS,4.0,2.0,100.0,14.0,11.0,"Family medical complex, 0, Hasan Abdal",https://www.marham.pk/doctors/hasan-abdal/general-physician/dr-muhammad-amjid#reviews-scroll,200.0
Dr. Hamza Khan,MANSEHRA,General Physician,MBBS,1.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Jawwad Ahmed,MANSEHRA,General Physician,MS (Public Health),10.0,0.0,94.0,14.0,11.0,"King Abdullah Teaching Hospital, Mansehra City, Mansehra",No Link Available,0.0
Asst. Prof. Dr. Bilal Ahmad,MANSEHRA,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",5.0,4.0,100.0,13.0,7.0,No Address Available,https://www.marham.pk/online-consultation/neuro-surgeon/mansehra/asst-prof-dr-bilal-ahmad-34220#reviews-scroll,700.0
Dr. Ibrahim Mushtaq,MANSEHRA,Neuro Surgeon,"MBBS, FCPS (Neuro Surgery)",5.0,0.0,94.0,14.0,11.0,"Waleed General Hospital, Abottabad Road, Mansehra City, Mansehra",No Link Available,1200.0
Dr. Muhammad Ikram Khan,MARDAN,Dermatologist,"MBBS, D.Derm, Masters in Clinical Dermatology",7.0,27.0,100.0,12.0,22.0,"Dr Ikram Skin and Laser Clinic, opposite DHQ hospital. Mardan, Mardan",https://www.marham.pk/doctors/mardan/dermatologist/dr-muhammad-ikram-khan#reviews-scroll,500.0
Dr. Syed Mohammad Obaid,MARDAN,Dermatologist,"MBBS, MCPS (Cosmetology), MSc ( Dermatology)",7.0,109.0,96.0,14.0,17.0,"Clock Tower Medical Center, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/dermatologist/dr-syed-mohammad-obaid#reviews-scroll,1000.0
Dr. Sultan,MARDAN,Dermatologist,"MBBS, MCPS",5.0,13.0,100.0,10.0,12.0,"Mardan Skin Care Clinic By Hania Signature, Bahadur Khan Plaza Near, Mardan",https://www.marham.pk/doctors/mardan/dermatologist/dr-sultan#reviews-scroll,800.0
Dr. Muhammad Fahim,MARDAN,Dermatologist," MBBS , , FCPS (Dermatology) ",7.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Hamza Abbas Khan,MARDAN,Dermatologist,"MBBS, Diploma In Dermatology, M.Phil. (Community Medicine)",10.0,14.0,100.0,15.0,8.0,"The Skin Care Aesthetic and Laser Clinic, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/dermatologist/dr-hamza-abbas-khan#reviews-scroll,1000.0
Dr. Zulfiqar Ali Khan,MARDAN,Gynecologist,"MBBS , MCPS , FCPS (OBGYN) , MRCOGII , MPH , Diploma Doppler Ultrasound",15.0,82.0,96.0,16.0,19.0,"Mardan Women Hospital, Sheikh Maltoon Town, Mardan",https://www.marham.pk/doctors/mardan/gynecologist/dr-zulfiqar-ali-khan#reviews-scroll,500.0
Asst. Prof. Dr. Noor Ul Amina,MARDAN,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",10.0,6.0,100.0,13.0,6.0,"Dr. Noor Ul Amina (Gynecologist), Sheikh Maltoon Town, Mardan",https://www.marham.pk/doctors/mardan/gynecologist/asst-prof-dr-noor-ul-amina#reviews-scroll,1000.0
Dr. Farzana Izzat,MARDAN,Gynecologist,"MBBS, Diploma In Obstetrics &amp; Gynaecology",28.0,31.0,100.0,13.0,15.0,"Dar ul shifa hospital, Malakand Road, Mardan",https://www.marham.pk/doctors/mardan/gynecologist/dr-farzana-izzat#reviews-scroll,1500.0
Dr. Maryam Aamir Khan,MARDAN,Gynecologist," MBBS , MCPS ",3.0,23.0,100.0,10.0,0.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/mardan/dr-maryam-aamir-khan-19090#reviews-scroll,200.0
Dr. Muhammad Asif,MARDAN,"Urologist, Sexologist"," MBBS , FCPS ( Urology ) ",6.0,7.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/mardan/dr-muhammad-asif-17747#reviews-scroll,1000.0
Dr. Muhammad Sohail,MARDAN,Gastroenterologist,MBBS FCPS (Gastroenterology),10.0,13.0,100.0,14.0,9.0,"Clock Tower Medical Center, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/gastroenterologist/dr-muhammad-sohail#reviews-scroll,800.0
Dr. Sajjad Ahmed,MARDAN,Gastroenterologist,"MBBS, FCPS",22.0,23.0,96.0,16.0,8.0,"Toru Medicos Sheikh Yaseen Medical Centre, Mardan City, Mardan",https://www.marham.pk/doctors/mardan/gastroenterologist/dr-sajjad-ahmed#reviews-scroll,500.0
Asst. Prof. Dr. Farmanullah Shah,MARDAN,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",12.0,4.0,100.0,10.0,9.0,"Mardan Medical Complex, Khyber Pakhtunkhwa, Mardan",https://www.marham.pk/doctors/mardan/gastroenterologist/asst-prof-dr-farmanullah-shah#reviews-scroll,1000.0
Asst. Prof. Dr. Shakeel Ahmad,MARDAN,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",15.0,1.0,100.0,10.0,9.0,"Clock Tower Medical Center, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/gastroenterologist/asst-prof-dr-shakeel-ahmad#reviews-scroll,3000.0
Dr. Khurram Shahzad,MARDAN,Orthopedic Surgeon,"MBBS, MS (Orthopedics), Research Scholar (Regenerative Orthopedics)",10.0,26.0,100.0,14.0,10.0,"Jinnah Hospital, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/orthopedic-surgeon/dr-khurram-shahzad#reviews-scroll,1000.0
Dr. Asim Naeem,MARDAN,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,700.0
Dr. Syed Muhammad Tariq,MARDAN,Pediatrician,"MBBS, FCPS, MCPS, Diploma in Pediatrics, Fellowship in Pediatrics, Member of College of Physicians and Surgeons Pakistan",21.0,97.0,98.0,14.0,11.0,"Syed Children Hospital, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/pediatrician/dr-syed-muhammad-tariq#reviews-scroll,600.0
Dr. Rifaq Zeb,MARDAN,Pediatrician,"MBBS, FCPS (Pediatrics), DCH (UK)",7.0,10.0,100.0,14.0,11.0,"Dar ul shifa hospital, Malakand Road, Mardan",https://www.marham.pk/doctors/mardan/pediatrician/dr-rifaq-zeb#reviews-scroll,1000.0
Dr. Sajjad Ahmad,MARDAN,General Physician,MBBS,21.0,30.0,97.0,18.0,9.0,"Sheikh Yaseen Medical Center, Shamsi Road, Mardan",https://www.marham.pk/doctors/mardan/general-physician/dr-sajjad-ahmad#reviews-scroll,500.0
Dr. Hamraz Khan Yousaf Zai,MARDAN,Internal Medicine Specialist,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,600.0
Dr. Irum Fatima,MARDAN,Gynecologist,MBBS,10.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,800.0
Dr. Shafiq Ahmad,MARDAN,General Physician,MBBS,5.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,400.0
Dr. Sikander Hayat,MARDAN,General Physician,MBBS,5.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,300.0
Dr. Nasrallah Khan,MARDAN,General Physician,MBBS,6.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,400.0
Dr. Matee Ullah,MARDAN,Medical Specialist,MBBS,2.0,1.0,100.0,20.0,10.0,"Mardan Medical Complex, Khyber Pakhtunkhwa, Mardan",https://www.marham.pk/doctors/mardan/general-physician/dr-matee-ullah#reviews-scroll,300.0
Dr. Ammad Ali,MARDAN,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,"Madiha Medical Center, Shamsi Road, Mardan",No Link Available,700.0
Dr. Fatima Tul Zahra,MARDAN,General Physician,MBBS,4.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Mohammad Nadeem,MARDAN,General Physician,MBBS,1.0,0.0,94.0,14.0,11.0,"Dhq Hospital, Gaju Khan Road, Mardan",No Link Available,0.0
Dr. Muhammad Asif,MARDAN,"Urologist, Sexologist"," MBBS , FCPS ( Urology ) ",6.0,7.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/mardan/dr-muhammad-asif-17747#reviews-scroll,1000.0
Dr. Muhammad Anjum Khalid,MARDAN,"Eye Specialist, Eye Surgeon","MBBS, Masters in Surger (Ophthamology)",20.0,0.0,94.0,14.0,11.0,"Mardan Poly Clinic, Shamsi Road, Mardan",No Link Available,1000.0
Prof. Dr. Inayat Ullah Khan,MARDAN,Neuro Surgeon,"MBBS, FRCS (Neuro Surgery), FRCS (Surgery)",30.0,1089.0,96.0,14.0,17.0,"Kulsum International Hospital, Blue Area G-7, Islamabad",https://www.marham.pk/doctors/islamabad/neuro-surgeon/prof-dr-inayat-ullah-khan#reviews-scroll,5000.0
Dr. Tasleem Zakir,MATIARI,Gynecologist," MBBS , DGO (Diploma In Gynaecology &amp; Obstetrics) ",7.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Mrs Aamir Khaira,MIAN-CHANNU,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",7.0,14.0,100.0,13.0,15.0,"Alhussain Aamir Medical center, mian channu, Mian Channu",https://www.marham.pk/doctors/mian-channu/gynecologist/dr-mrs-aamir-khaira#reviews-scroll,2500.0
Dr. Muhammad Umar Farooq,MIAN-CHANNU,Pediatrician,"MBBS, FCPS* (Pediatrics)",7.0,0.0,94.0,14.0,11.0,"SHIFA Hospital, mian channu, Mian Channu",No Link Available,1000.0
Dr. Hafiz Abdul Basit,MIAN-CHANNU,General Physician, MBBS ,1.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,200.0
Dr. Arshad Mehmood,MIANWALI,Dermatologist,"MBBS, Dip-Derm",15.0,82.0,99.0,10.0,7.0,No Address Available,https://www.marham.pk/online-consultation/dermatologist/mianwali/dr-arshad-mehmood-14951#reviews-scroll,1500.0
Dr. Zaheer Iqbal Khan,MIANWALI,Pediatrician,"MBBS, DCH, BLS(USA), PALS(USA), FCCS(Saudi Arabia)",14.0,18.0,100.0,14.0,15.0,"Madina Childern Hospital, District Miawali, Mianwali",https://www.marham.pk/doctors/mianwali/pediatrician/dr-zaheer-iqbal-khan#reviews-scroll,500.0
Dr. Muhammad Yousaf,MIANWALI,Pediatrician,"MBBS, FCPS",2.0,4.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/mianwali/dr-muhammad-yousaf-26388#reviews-scroll,200.0
Dr. Saleem,MIANWALI,General Physician,"MBBS, MS (Pedia) (Cont)",5.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Sidra Waqar,MIANWALI,General Physician,MBBS,9.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/mianwali/dr-sidra-waqar-24409#reviews-scroll,500.0
Dr. Fawad Akbar Khan Niazi,MIANWALI,General Physician, MBBS ,2.0,3.0,100.0,35.0,5.0,"Khalid Clinic, punjab, Mianwali",https://www.marham.pk/doctors/mianwali/general-physician/dr-fawad-akbar-khan-niazi#reviews-scroll,300.0
Dr. Sanaa Khurshid,MIANWALI,Nephrologist,"MBBS, FCPS (Nephrology)",3.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1500.0
Dr. Misbah Salim,MIRPUR,Dermatologist,"MBBS, FCPS* (Dermatology)",5.0,3.0,100.0,10.0,21.0,"Ahsan Medical Complex, Sector D-3 New Mirpur City, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/dermatologist/dr-misbah-salim#reviews-scroll,1000.0
Dr. Syeda Midhat Fatima,MIRPUR,Dermatologist,"MBBS, FCPS",7.0,57.0,100.0,17.0,23.0,No Address Available,https://www.marham.pk/online-consultation/dermatologist/mirpur/dr-syeda-midhat-fatima-16330#reviews-scroll,1500.0
Dr. Lekhraj Maheshwari,MIRPUR,Dermatologist," MBBS , , Diploma in Dermatology ",20.0,3.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/dermatologist/mirpur/dr-lekhraj-maheshwari-28595#reviews-scroll,1000.0
Dr. Muhammad Atif,MIRPUR,Dermatologist,"MBBS, MD (Dermatology/Venereology)",5.0,2.0,100.0,10.0,15.0,"Javid medical Complex, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/dermatologist/dr-muhammad-atif#reviews-scroll,1000.0
Dr. Muhammed Nouman Khan,MIRPUR,Urologist,"MBBS , FCPS II ( UROLOGIST)",5.0,8.0,100.0,15.0,7.0,"Ahsan Medical Complex, Sector D-3 New Mirpur City, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/urologist/dr-muhammed-nouman-khan#reviews-scroll,1500.0
Dr. Raheel Akbar Baloch,MIRPUR,Orthopedic Surgeon,"MBBS, MS (Orthopedic Surgery)",8.0,3.0,100.0,17.0,10.0,"Ameen Diagnostic Center, Old civil line near excise office, Mirpur",https://www.marham.pk/doctors/tando-allahyar/orthopedic-surgeon/dr-raheel-akbar-baloch#reviews-scroll,1000.0
Assoc. Prof. Dr. Saleem Akhtar Rana,MIRPUR,Orthopedic Surgeon,"MBBS, FCPS (Orthopaedic Surgery)",30.0,1.0,100.0,8.0,0.0,"Al Seha Hospital AJK, New mirpur city, Mirpur",https://www.marham.pk/doctors/mirpur/orthopedic-surgeon/assoc-prof-dr-saleem-akhtar-rana#reviews-scroll,1500.0
Dr. Ejaz Ali Chaudhry,MIRPUR,Orthopedic Surgeon,"MBBS, FCPS",7.0,0.0,94.0,14.0,11.0,"Riaz Hospital, New mirpur city, Mirpur",No Link Available,700.0
Dr. Rabia Riaz,MIRPUR,Pediatrician,"MBBS, MCPS (Pediatrics), MRCPCH",5.0,7.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/mirpur/dr-rabia-riaz-14073#reviews-scroll,1000.0
Asst. Prof. Dr. Ammara Manzoor,MIRPUR,Pediatrician," MBBS , , FCPS (Pediatrics) ",7.0,16.0,100.0,17.0,5.0,"Mirpur Medical Complex, Kotli Road, Mirpur",https://www.marham.pk/doctors/mirpur/pediatrician/asst-prof-dr-ammara-manzoor#reviews-scroll,500.0
Dr. Unaiza Syed,MIRPUR,Pediatrician,"MBBS, FCPS (Pediatrics)",10.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Ejaz Anjum,MIRPUR,General Physician,MBBS,16.0,12.0,92.0,18.0,48.0,"Mother and Child International Hospital, al rayan road, Mirpur",https://www.marham.pk/doctors/mirpur/general-physician/dr-ejaz-anjum#reviews-scroll,500.0
Dr. Mehr Soban Imran,MIRPUR,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Muhammad Talha Suleman,MIRPUR,General Physician, MBBS ,2.0,1.0,100.0,14.0,11.0,"Ahsan Medical Complex, Sector D-3 New Mirpur City, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/general-physician/dr-muhammad-talha-suleman#reviews-scroll,500.0
Dr. Sohaib Khalid,MIRPUR,General Physician, MD ,12.0,1.0,100.0,10.0,0.0,"Wapda Hospital (Mangla), Sector D-3 New Mirpur City, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/general-physician/dr-sohaib-khalid#reviews-scroll,300.0
Dr. Muhammad Zain Ul Abidien,MIRPUR,General Physician,"MBBS, MCPS* (Anesthesiology)",6.0,6.0,100.0,14.0,11.0,"Dhq Hospital, Jada, Jhelum",https://www.marham.pk/doctors/mirpur/general-physician/dr-muhammad-zain-ul-abidien#reviews-scroll,500.0
Dr. Usman Shahid,MIRPUR,"Diabetologist, Sexologist","MBBS, Diplomat American Board Clinical Sexology, Dip (Endocrinology)",10.0,25.0,100.0,14.0,11.0,"Shahid Diabetes and Infertility Centre, Azad Jammu and Kashmir, Mirpur",https://www.marham.pk/doctors/mirpur/diabetologist/dr-usman-shahid#reviews-scroll,1200.0
Asst. Prof. Dr. Mubeen Ahmed Memon,MIRPUR-KHAS,Pulmonologist / Lung Specialist,"MBBS, FCPS (Pulmonology)",10.0,47.0,98.0,13.0,25.0,"Indus Hospital, Ghareebabad, Nawabshah",https://www.marham.pk/doctors/hyderabad/pulmonologist/asst-prof-dr-mubeen-ahmed-memon#reviews-scroll,1000.0
Dr. Tooba Tasawar,MIRPUR-KHAS,Pediatrician, MBBS ,1.0,0.0,94.0,14.0,11.0,"Indus Hospital Badin, Sindh, Baden",No Link Available,500.0
Dr. Faizan Qaiser,MIRPUR-KHAS,General Physician,"MBBS, MD (General Medicine)",14.0,65.0,100.0,14.0,5.0,"Ali medicare hospital, Adam Town, Mirpur Khas",https://www.marham.pk/doctors/mirpur-khas/general-physician/dr-faizan-qaiser#reviews-scroll,500.0
Dr. Iqra Rehman,MIRPUR-KHAS,General Physician,"MBBS, RMP, CFP (USA), Certified in Covid 19 +",6.0,9.0,100.0,10.0,0.0,"Rehman Clinic, tandoadam naka, Mirpur Khas",https://www.marham.pk/doctors/mirpur-khas/general-physician/dr-iqra-rehman#reviews-scroll,1000.0
Dr. Nimra Khalid,MIRPUR-KHAS,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Mehmood Khan,MIRPUR-KHAS,Sexologist," DHMS , DIP (Sexology) , DAC ",17.0,338.0,94.0,13.0,6.0,"Doctors plaza, New Town, Mirpur Khas",https://www.marham.pk/doctors/mirpur-khas/sexologist/dr-mehmood-khan#reviews-scroll,500.0
Dr. Ashfaque Memon,MIRPUR-KHAS,Ent Specialist," MBBS , DLO ( OTO-RHINO-LARYNGOLOGY ) ",30.0,2.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/mirpur-khas/dr-ashfaque-memon-20563#reviews-scroll,1000.0
